Id_chunk_data_gz,Id_chunk_llm_gz,dataini,datafim,total_ok,lista_id_err,status
1927,1927,2026-06-07T02:58:51.706725,2026-06-07T02:58:51.953628,0,"[""sem_tarefas""]",concluido
1928,1928,2026-06-07T02:58:51.958425,2026-06-07T02:58:52.216961,0,"[""sem_tarefas""]",concluido
1929,1929,2026-06-07T02:58:52.221356,2026-06-07T02:58:52.468257,0,"[""sem_tarefas""]",concluido
1930,1930,2026-06-07T02:58:52.472840,2026-06-07T02:58:52.745093,0,"[""sem_tarefas""]",concluido
1931,1931,2026-06-07T02:58:52.749753,2026-06-07T02:58:52.997512,0,"[""sem_tarefas""]",concluido
1932,1932,2026-06-07T02:58:53.004607,2026-06-07T02:58:53.242572,0,"[""sem_tarefas""]",concluido
1933,1933,2026-06-07T02:58:53.246853,2026-06-07T02:58:53.509303,0,"[""sem_tarefas""]",concluido
1934,1934,2026-06-07T02:59:13.520163,2026-06-07T02:59:13.778497,0,"[""sem_tarefas""]",concluido
1935,1935,2026-06-07T02:59:16.702644,2026-06-07T02:59:16.943401,0,"[""sem_tarefas""]",concluido
1936,1936,2026-06-07T02:59:17.503981,2026-06-07T02:59:17.750848,0,"[""sem_tarefas""]",concluido
1937,1937,2026-06-07T02:59:18.343600,2026-06-07T02:59:18.647584,0,"[""sem_tarefas""]",concluido
1938,1938,2026-06-07T02:59:19.214668,2026-06-07T02:59:19.482210,0,"[""sem_tarefas""]",concluido
1939,1939,2026-06-07T02:59:20.124757,2026-06-07T02:59:20.397020,0,"[""sem_tarefas""]",concluido
1940,1940,2026-06-07T02:59:20.966182,2026-06-07T02:59:21.210009,0,"[""sem_tarefas""]",concluido
1941,1941,2026-06-07T02:59:21.752529,2026-06-07T02:59:21.977340,0,"[""sem_tarefas""]",concluido
1942,1942,2026-06-07T02:59:22.565143,2026-06-07T02:59:22.897962,0,"[""sem_tarefas""]",concluido
1943,1943,2026-06-07T02:59:23.486303,2026-06-07T02:59:23.771684,0,"[""sem_tarefas""]",concluido
1944,1944,2026-06-07T02:59:24.310223,2026-06-07T02:59:24.541044,0,"[""sem_tarefas""]",concluido
1945,1945,2026-06-07T02:59:25.113066,2026-06-07T02:59:25.344618,0,"[""sem_tarefas""]",concluido
1946,1946,2026-06-07T02:59:25.912237,2026-06-07T02:59:26.156313,0,"[""sem_tarefas""]",concluido
1947,1947,2026-06-07T02:59:26.786866,2026-06-07T02:59:27.046068,0,"[""sem_tarefas""]",concluido
1948,1948,2026-06-07T02:59:27.637033,2026-06-07T02:59:27.910786,0,"[""sem_tarefas""]",concluido
1949,1949,2026-06-07T02:59:28.506235,2026-06-07T02:59:28.736071,0,"[""sem_tarefas""]",concluido
1950,1950,2026-06-07T02:59:29.320172,2026-06-07T02:59:29.579631,0,"[""sem_tarefas""]",concluido
1951,1951,2026-06-07T02:59:30.167385,2026-06-07T02:59:30.414148,0,"[""sem_tarefas""]",concluido
1952,1952,2026-06-07T02:59:30.935800,2026-06-07T02:59:31.231341,0,"[""sem_tarefas""]",concluido
1953,1953,2026-06-07T02:59:31.885452,2026-06-07T02:59:32.171754,0,"[""sem_tarefas""]",concluido
1954,1954,2026-06-07T02:59:32.779371,2026-06-07T02:59:33.042336,0,"[""sem_tarefas""]",concluido
1955,1955,2026-06-07T02:59:33.633382,2026-06-07T02:59:33.902418,0,"[""sem_tarefas""]",concluido
1956,1956,2026-06-07T02:59:34.511207,2026-06-07T02:59:34.730441,0,"[""sem_tarefas""]",concluido
1957,1957,2026-06-07T02:59:35.302291,2026-06-07T02:59:35.615671,0,"[""sem_tarefas""]",concluido
1958,1958,2026-06-07T02:59:36.142312,2026-06-07T02:59:36.472640,0,"[""sem_tarefas""]",concluido
1959,1959,2026-06-07T02:59:37.045719,2026-06-07T02:59:37.338152,0,"[""sem_tarefas""]",concluido
1960,1960,2026-06-07T02:59:37.947316,2026-06-07T02:59:38.197557,0,"[""sem_tarefas""]",concluido
1961,1961,2026-06-07T02:59:38.753902,2026-06-07T02:59:39.018959,0,"[""sem_tarefas""]",concluido
1962,1962,2026-06-07T02:59:39.599175,2026-06-07T02:59:39.821686,0,"[""sem_tarefas""]",concluido
1963,1963,2026-06-07T02:59:40.470913,2026-06-07T02:59:40.735872,0,"[""sem_tarefas""]",concluido
1964,1964,2026-06-07T02:59:41.338855,2026-06-07T02:59:41.607573,0,"[""sem_tarefas""]",concluido
1965,1965,2026-06-07T02:59:42.215588,2026-06-07T02:59:42.456692,0,"[""sem_tarefas""]",concluido
1966,1966,2026-06-07T02:59:43.004201,2026-06-07T02:59:43.220659,0,"[""sem_tarefas""]",concluido
1967,1967,2026-06-07T02:59:50.950798,2026-06-07T02:59:51.199627,0,"[""sem_tarefas""]",concluido
1968,1968,2026-06-07T02:59:58.991597,2026-06-07T02:59:59.231915,0,"[""sem_tarefas""]",concluido
1969,1969,2026-06-07T02:59:59.811749,2026-06-07T03:00:00.074760,0,"[""sem_tarefas""]",concluido
1970,1970,2026-06-07T03:00:00.686905,2026-06-07T03:00:00.997469,0,"[""sem_tarefas""]",concluido
1971,1971,2026-06-07T03:00:01.615187,2026-06-07T03:00:01.933059,0,"[""sem_tarefas""]",concluido
1972,1972,2026-06-07T03:00:02.581890,2026-06-07T03:00:02.837138,0,"[""sem_tarefas""]",concluido
1973,1973,2026-06-07T03:00:03.479874,2026-06-07T03:00:03.731971,0,"[""sem_tarefas""]",concluido
1974,1974,2026-06-07T03:00:24.410539,2026-06-07T03:00:24.683513,0,"[""sem_tarefas""]",concluido
1975,1975,2026-06-07T03:00:25.282989,2026-06-07T03:00:25.561662,0,"[""sem_tarefas""]",concluido
1976,1976,2026-06-07T03:00:26.204941,2026-06-07T03:00:26.523944,0,"[""sem_tarefas""]",concluido
1977,1977,2026-06-07T03:00:27.090537,2026-06-07T03:00:27.361315,0,"[""sem_tarefas""]",concluido
1978,1978,2026-06-07T03:00:27.978013,2026-06-07T03:00:28.264091,0,"[""sem_tarefas""]",concluido
1979,1979,2026-06-07T03:00:28.848170,2026-06-07T03:00:29.224122,0,"[""sem_tarefas""]",concluido
1980,1980,2026-06-07T03:00:29.814298,2026-06-07T03:00:30.101263,0,"[""sem_tarefas""]",concluido
1981,1981,2026-06-07T03:00:30.727345,2026-06-07T03:00:31.016199,0,"[""sem_tarefas""]",concluido
