chunk_id,status,timestamp_inicio,timestamp_fim,total_processado,worker_id
000764,em_espera,,,0,
000765,em_espera,,,0,
000766,em_espera,,,0,
000767,em_espera,,,0,
000768,em_espera,,,0,
000769,em_espera,,,0,
000770,em_espera,,,0,
000771,em_espera,,,0,
000772,em_espera,,,0,
000773,em_espera,,,0,
000774,em_espera,,,0,
000775,em_espera,,,0,
000776,em_espera,,,0,
000777,em_espera,,,0,
000778,em_espera,,,0,
000779,em_espera,,,0,
000780,em_espera,,,0,
000781,em_espera,,,0,
000782,em_espera,,,0,
000783,em_espera,,,0,
000784,em_espera,,,0,
000785,em_espera,,,0,
000786,em_espera,,,0,
000787,em_espera,,,0,
000788,em_espera,,,0,
000789,em_espera,,,0,
000790,em_espera,,,0,
000791,em_espera,,,0,
000792,em_espera,,,0,
000793,em_espera,,,0,
000794,em_espera,,,0,
000795,em_espera,,,0,
000796,em_espera,,,0,
000797,em_espera,,,0,
000798,em_espera,,,0,
000799,em_espera,,,0,
000800,em_espera,,,0,
000801,em_espera,,,0,
000802,em_espera,,,0,
000803,em_espera,,,0,
000804,em_espera,,,0,
000805,em_espera,,,0,
000806,em_espera,,,0,
000807,em_espera,,,0,
000808,em_espera,,,0,
000809,em_espera,,,0,
000810,em_espera,,,0,
000811,em_espera,,,0,
000812,em_espera,,,0,
000813,em_espera,,,0,
000814,em_espera,,,0,
000815,em_espera,,,0,
000816,em_espera,,,0,
000817,em_espera,,,0,
000818,em_espera,,,0,
000819,em_espera,,,0,
000820,em_espera,,,0,
000821,em_espera,,,0,
000822,em_espera,,,0,
000823,em_espera,,,0,
000824,em_espera,,,0,
000825,em_espera,,,0,
000826,em_espera,,,0,
000827,em_espera,,,0,
000828,em_espera,,,0,
000829,em_espera,,,0,
000830,em_espera,,,0,
000831,em_espera,,,0,
000832,em_espera,,,0,
000833,em_espera,,,0,
000834,em_espera,,,0,
000835,em_espera,,,0,
000836,em_espera,,,0,
000837,em_espera,,,0,
000838,em_espera,,,0,
000839,em_espera,,,0,
000840,em_espera,,,0,
000841,em_espera,,,0,
000842,em_espera,,,0,
000843,em_espera,,,0,
000844,em_espera,,,0,
000845,em_espera,,,0,
000846,em_espera,,,0,
000847,em_espera,,,0,
000848,em_espera,,,0,
000849,em_espera,,,0,
000850,em_espera,,,0,
000851,em_espera,,,0,
000852,em_espera,,,0,
000853,em_espera,,,0,
000854,em_espera,,,0,
000855,em_espera,,,0,
000856,em_espera,,,0,
000857,em_espera,,,0,
000858,em_espera,,,0,
000859,em_espera,,,0,
000860,em_espera,,,0,
000861,em_espera,,,0,
000862,em_espera,,,0,
000863,em_espera,,,0,
000864,em_espera,,,0,
000865,em_espera,,,0,
